TOP.5d5a6c11.0007e1b2	START
TOP.5d5ce2a4.0008b58f	user_options->outfile_format	3
TOP.5d5ce2a4.0008b58f	user_options->wordlist_autohex_disable	0
TOP.5d5ce2a4.0008b58f	user_options->potfile_disable	0
TOP.5d5ce2a4.0008b58f	user_options->progress_only	0
TOP.5d5ce2a4.0008b58f	user_options->quiet	0
TOP.5d5ce2a4.0008b58f	user_options->remove	0
TOP.5d5ce2a4.0008b58f	user_options->remove_timer	60
TOP.5d5ce2a4.0008b58f	user_options->restore	0
TOP.5d5ce2a4.0008b58f	user_options->restore_disable	0
TOP.5d5ce2a4.0008b58f	user_options->restore_timer	60
TOP.5d5ce2a4.0008b58f	user_options->rp_files_cnt	0
TOP.5d5ce2a4.0008b58f	user_options->rp_gen	0
TOP.5d5ce2a4.0008b58f	user_options->rp_gen_func_max	4
TOP.5d5ce2a4.0008b58f	user_options->rp_gen_func_min	1
TOP.5d5ce2a4.0008b58f	user_options->rp_gen_seed	0
TOP.5d5ce2a4.0008b58f	user_options->runtime	0
TOP.5d5ce2a4.0008b58f	user_options->scrypt_tmto	0
TOP.5d5ce2a4.0008b58f	user_options->segment_size	33554432
TOP.5d5ce2a4.0008b58f	user_options->self_test_disable	0
TOP.5d5ce2a4.0008b58f	user_options->slow_candidates	0
TOP.5d5ce2a4.0008b58f	user_options->show	0
TOP.5d5ce2a4.0008b58f	user_options->speed_only	0
TOP.5d5ce2a4.0008b58f	user_options->spin_damp	8
TOP.5d5ce2a4.0008b58f	user_options->status	0
TOP.5d5ce2a4.0008b58f	user_options->status_timer	10
TOP.5d5ce2a4.0008b58f	user_options->stdout_flag	0
TOP.5d5ce2a4.0008b58f	user_options->usage	0
TOP.5d5ce2a4.0008b58f	user_options->username	0
TOP.5d5ce2a4.0008b58f	user_options->veracrypt_pim	0
TOP.5d5ce2a4.0008b58f	user_options->version	0
TOP.5d5ce2a4.0008b58f	user_options->workload_profile	2
TOP.5d5ce2a4.0008b58f	user_options->brain_client	0
TOP.5d5ce2a4.0008b58f	user_options->brain_client_features	2
TOP.5d5ce2a4.0008b58f	user_options->brain_server	0
TOP.5d5ce2a4.0008b58f	user_options->brain_port	6863
TOP.5d5ce2a4.0008b58f	user_options->brain_session	0
TOP.5d5ce2a4.0008b58f	hashes->hashfile	D:\hackertools\hashcat\hash.txt
TOP.5d5ce2a4.0008b58f	hashes->hashlist_mode	4
TOP.5d5ce2a4.0008b58f	hashes->hashlist_format	0
TOP.5d5ce2a4.0008b58f	hashes->hashes_cnt	0
TOP.5d5ce2a4.0008b58f	hashes->digests_cnt	1
TOP.5d5ce2a4.0008b58f	hashes->digests_done	0
TOP.5d5ce2a4.0008b58f	hashes->salts_cnt	1
TOP.5d5ce2a4.0008b58f	hashes->salts_done	0
TOP.5d5ce2a4.0008b58f	proc_start	1566368420
TOP.5d5ce2a4.0008b58f	proc_stop	1566368420
TOP.5d5ce2a4.0008b58f	STOP
TOP.5d5ce54d.00030315	START
TOP.5d5ce54d.00030315	user_options->separator	:
TOP.5d5ce54d.00030315	user_options->encoding_from	utf-8
TOP.5d5ce54d.00030315	user_options->encoding_to	utf-8
TOP.5d5ce54d.00030315	user_options->rule_buf_l	:
TOP.5d5ce54d.00030315	user_options->rule_buf_r	:
TOP.5d5ce54d.00030315	user_options->session	hashcat
TOP.5d5ce54d.00030315	user_options->limit	0
TOP.5d5ce54d.00030315	user_options->skip	0
TOP.5d5ce54d.00030315	user_options->attack_mode	0
TOP.5d5ce54d.00030315	user_options->benchmark	0
TOP.5d5ce54d.00030315	user_options->benchmark_all	0
TOP.5d5ce54d.00030315	user_options->bitmap_max	18
TOP.5d5ce54d.00030315	user_options->bitmap_min	16
TOP.5d5ce54d.00030315	user_options->debug_mode	0
TOP.5d5ce54d.00030315	user_options->example_hashes	0
TOP.5d5ce54d.00030315	user_options->force	1
TOP.5d5ce54d.00030315	user_options->hwmon_disable	0
TOP.5d5ce54d.00030315	user_options->hwmon_temp_abort	90
TOP.5d5ce54d.00030315	user_options->hash_mode	13100
TOP.5d5ce54d.00030315	user_options->hex_charset	0
TOP.5d5ce54d.00030315	user_options->hex_salt	0
TOP.5d5ce54d.00030315	user_options->hex_wordlist	0
TOP.5d5ce54d.00030315	user_options->increment	0
TOP.5d5ce54d.00030315	user_options->increment_max	256
TOP.5d5ce54d.00030315	user_options->increment_min	1
TOP.5d5ce54d.00030315	user_options->keep_guessing	0
TOP.5d5ce54d.00030315	user_options->kernel_accel	0
TOP.5d5ce54d.00030315	user_options->kernel_loops	0
TOP.5d5ce54d.00030315	user_options->kernel_threads	0
TOP.5d5ce54d.00030315	user_options->keyspace	0
TOP.5d5ce54d.00030315	user_options->left	0
TOP.5d5ce54d.00030315	user_options->logfile_disable	0
TOP.5d5ce54d.00030315	user_options->loopback	0
TOP.5d5ce54d.00030315	user_options->machine_readable	0
TOP.5d5ce54d.00030315	user_options->markov_classic	0
TOP.5d5ce54d.00030315	user_options->markov_disable	0
TOP.5d5ce54d.00030315	user_options->markov_threshold	256
TOP.5d5ce54d.00030315	user_options->opencl_info	0
TOP.5d5ce54d.00030315	user_options->opencl_vector_width	0
TOP.5d5ce54d.00030315	user_options->optimized_kernel_enable	0
TOP.5d5ce54d.00030315	user_options->outfile_autohex	1
TOP.5d5ce54d.00030315	user_options->outfile_check_timer	5
TOP.5d5ce54d.00030315	user_options->outfile_format	3
TOP.5d5ce54d.00030315	user_options->wordlist_autohex_disable	0
TOP.5d5ce54d.00030315	user_options->potfile_disable	0
TOP.5d5ce54d.00030315	user_options->progress_only	0
TOP.5d5ce54d.00030315	user_options->quiet	0
TOP.5d5ce54d.00030315	user_options->remove	0
TOP.5d5ce54d.00030315	user_options->remove_timer	60
TOP.5d5ce54d.00030315	user_options->restore	0
TOP.5d5ce54d.00030315	user_options->restore_disable	0
TOP.5d5ce54d.00030315	user_options->restore_timer	60
TOP.5d5ce54d.00030315	user_options->rp_files_cnt	0
TOP.5d5ce54d.00030315	user_options->rp_gen	0
TOP.5d5ce54d.00030315	user_options->rp_gen_func_max	4
TOP.5d5ce54d.00030315	user_options->rp_gen_func_min	1
TOP.5d5ce54d.00030315	user_options->rp_gen_seed	0
TOP.5d5ce54d.00030315	user_options->runtime	0
TOP.5d5ce54d.00030315	user_options->scrypt_tmto	0
TOP.5d5ce54d.00030315	user_options->segment_size	33554432
TOP.5d5ce54d.00030315	user_options->self_test_disable	0
TOP.5d5ce54d.00030315	user_options->slow_candidates	0
TOP.5d5ce54d.00030315	user_options->show	0
TOP.5d5ce54d.00030315	user_options->speed_only	0
TOP.5d5ce54d.00030315	user_options->spin_damp	8
TOP.5d5ce54d.00030315	user_options->status	0
TOP.5d5ce54d.00030315	user_options->status_timer	10
TOP.5d5ce54d.00030315	user_options->stdout_flag	0
TOP.5d5ce54d.00030315	user_options->usage	0
TOP.5d5ce54d.00030315	user_options->username	0
TOP.5d5ce54d.00030315	user_options->veracrypt_pim	0
TOP.5d5ce54d.00030315	user_options->version	0
TOP.5d5ce54d.00030315	user_options->workload_profile	2
TOP.5d5ce54d.00030315	user_options->brain_client	0
TOP.5d5ce54d.00030315	user_options->brain_client_features	2
TOP.5d5ce54d.00030315	user_options->brain_server	0
TOP.5d5ce54d.00030315	user_options->brain_port	6863
TOP.5d5ce54d.00030315	user_options->brain_session	0
TOP.5d5ce54d.00030315	proc_start	1566369101
TOP.5d5ce54d.00030315	proc_stop	1566369101
TOP.5d5ce54d.00030315	STOP
TOP.5d5ce56d.000dc04e	START
TOP.5d5ce56d.000dc04e	user_options->separator	:
TOP.5d5ce56d.000dc04e	user_options->encoding_from	utf-8
TOP.5d5ce56d.000dc04e	user_options->encoding_to	utf-8
TOP.5d5ce56d.000dc04e	user_options->rule_buf_l	:
TOP.5d5ce56d.000dc04e	user_options->rule_buf_r	:
TOP.5d5ce56d.000dc04e	user_options->session	hashcat
TOP.5d5ce56d.000dc04e	user_options->limit	0
TOP.5d5ce56d.000dc04e	user_options->skip	0
TOP.5d5ce56d.000dc04e	user_options->attack_mode	0
TOP.5d5ce56d.000dc04e	user_options->benchmark	0
TOP.5d5ce56d.000dc04e	user_options->benchmark_all	0
TOP.5d5ce56d.000dc04e	user_options->bitmap_max	18
TOP.5d5ce56d.000dc04e	user_options->bitmap_min	16
TOP.5d5ce56d.000dc04e	user_options->debug_mode	0
TOP.5d5ce56d.000dc04e	user_options->example_hashes	0
TOP.5d5ce56d.000dc04e	user_options->force	1
TOP.5d5ce56d.000dc04e	user_options->hwmon_disable	0
TOP.5d5ce56d.000dc04e	user_options->hwmon_temp_abort	90
TOP.5d5ce56d.000dc04e	user_options->hash_mode	13100
TOP.5d5ce56d.000dc04e	user_options->hex_charset	0
TOP.5d5ce56d.000dc04e	user_options->hex_salt	0
TOP.5d5ce56d.000dc04e	user_options->hex_wordlist	0
TOP.5d5ce56d.000dc04e	user_options->increment	0
TOP.5d5ce56d.000dc04e	user_options->increment_max	256
TOP.5d5ce56d.000dc04e	user_options->increment_min	1
TOP.5d5ce56d.000dc04e	user_options->keep_guessing	0
TOP.5d5ce56d.000dc04e	user_options->kernel_accel	0
TOP.5d5ce56d.000dc04e	user_options->kernel_loops	0
TOP.5d5ce56d.000dc04e	user_options->kernel_threads	0
TOP.5d5ce56d.000dc04e	user_options->keyspace	0
TOP.5d5ce56d.000dc04e	user_options->left	0
TOP.5d5ce56d.000dc04e	user_options->logfile_disable	0
TOP.5d5ce56d.000dc04e	user_options->loopback	0
TOP.5d5ce56d.000dc04e	user_options->machine_readable	0
TOP.5d5ce56d.000dc04e	user_options->markov_classic	0
TOP.5d5ce56d.000dc04e	user_options->markov_disable	0
TOP.5d5ce56d.000dc04e	user_options->markov_threshold	256
TOP.5d5ce56d.000dc04e	user_options->opencl_info	0
TOP.5d5ce56d.000dc04e	user_options->opencl_vector_width	0
TOP.5d5ce56d.000dc04e	user_options->optimized_kernel_enable	0
TOP.5d5ce56d.000dc04e	user_options->outfile_autohex	1
TOP.5d5ce56d.000dc04e	user_options->outfile_check_timer	5
TOP.5d5ce56d.000dc04e	user_options->outfile_format	3
TOP.5d5ce56d.000dc04e	user_options->wordlist_autohex_disable	0
TOP.5d5ce56d.000dc04e	user_options->potfile_disable	0
TOP.5d5ce56d.000dc04e	user_options->progress_only	0
TOP.5d5ce56d.000dc04e	user_options->quiet	0
TOP.5d5ce56d.000dc04e	user_options->remove	0
TOP.5d5ce56d.000dc04e	user_options->remove_timer	60
TOP.5d5ce56d.000dc04e	user_options->restore	0
TOP.5d5ce56d.000dc04e	user_options->restore_disable	0
TOP.5d5ce56d.000dc04e	user_options->restore_timer	60
TOP.5d5ce56d.000dc04e	user_options->rp_files_cnt	0
TOP.5d5ce56d.000dc04e	user_options->rp_gen	0
TOP.5d5ce56d.000dc04e	user_options->rp_gen_func_max	4
TOP.5d5ce56d.000dc04e	user_options->rp_gen_func_min	1
TOP.5d5ce56d.000dc04e	user_options->rp_gen_seed	0
TOP.5d5ce56d.000dc04e	user_options->runtime	0
TOP.5d5ce56d.000dc04e	user_options->scrypt_tmto	0
TOP.5d5ce56d.000dc04e	user_options->segment_size	33554432
TOP.5d5ce56d.000dc04e	user_options->self_test_disable	0
TOP.5d5ce56d.000dc04e	user_options->slow_candidates	0
TOP.5d5ce56d.000dc04e	user_options->show	0
TOP.5d5ce56d.000dc04e	user_options->speed_only	0
TOP.5d5ce56d.000dc04e	user_options->spin_damp	8
TOP.5d5ce56d.000dc04e	user_options->status	0
TOP.5d5ce56d.000dc04e	user_options->status_timer	10
TOP.5d5ce56d.000dc04e	user_options->stdout_flag	0
TOP.5d5ce56d.000dc04e	user_options->usage	0
TOP.5d5ce56d.000dc04e	user_options->username	0
TOP.5d5ce56d.000dc04e	user_options->veracrypt_pim	0
TOP.5d5ce56d.000dc04e	user_options->version	0
TOP.5d5ce56d.000dc04e	user_options->workload_profile	2
TOP.5d5ce56d.000dc04e	user_options->brain_client	0
TOP.5d5ce56d.000dc04e	user_options->brain_client_features	2
TOP.5d5ce56d.000dc04e	user_options->brain_server	0
TOP.5d5ce56d.000dc04e	user_options->brain_port	6863
TOP.5d5ce56d.000dc04e	user_options->brain_session	0
TOP.5d5ce56d.000dc04e	proc_start	1566369133
TOP.5d5ce56d.000dc04e	proc_stop	1566369134
TOP.5d5ce56d.000dc04e	STOP
TOP.5d5ce5a3.0003cc6f	START
TOP.5d5ce5a3.0003cc6f	user_options->separator	:
TOP.5d5ce5a3.0003cc6f	user_options->encoding_from	utf-8
TOP.5d5ce5a3.0003cc6f	user_options->encoding_to	utf-8
TOP.5d5ce5a3.0003cc6f	user_options->rule_buf_l	:
TOP.5d5ce5a3.0003cc6f	user_options->rule_buf_r	:
TOP.5d5ce5a3.0003cc6f	user_options->session	hashcat
TOP.5d5ce5a3.0003cc6f	user_options->limit	0
TOP.5d5ce5a3.0003cc6f	user_options->skip	0
TOP.5d5ce5a3.0003cc6f	user_options->attack_mode	0
TOP.5d5ce5a3.0003cc6f	user_options->benchmark	0
TOP.5d5ce5a3.0003cc6f	user_options->benchmark_all	0
TOP.5d5ce5a3.0003cc6f	user_options->bitmap_max	18
TOP.5d5ce5a3.0003cc6f	user_options->bitmap_min	16
TOP.5d5ce5a3.0003cc6f	user_options->debug_mode	0
TOP.5d5ce5a3.0003cc6f	user_options->example_hashes	0
TOP.5d5ce5a3.0003cc6f	user_options->force	1
TOP.5d5ce5a3.0003cc6f	user_options->hwmon_disable	0
TOP.5d5ce5a3.0003cc6f	user_options->hwmon_temp_abort	90
TOP.5d5ce5a3.0003cc6f	user_options->hash_mode	13100
TOP.5d5ce5a3.0003cc6f	user_options->hex_charset	0
TOP.5d5ce5a3.0003cc6f	user_options->hex_salt	0
TOP.5d5ce5a3.0003cc6f	user_options->hex_wordlist	0
TOP.5d5ce5a3.0003cc6f	user_options->increment	0
TOP.5d5ce5a3.0003cc6f	user_options->increment_max	256
TOP.5d5ce5a3.0003cc6f	user_options->increment_min	1
TOP.5d5ce5a3.0003cc6f	user_options->keep_guessing	0
TOP.5d5ce5a3.0003cc6f	user_options->kernel_accel	0
TOP.5d5ce5a3.0003cc6f	user_options->kernel_loops	0
TOP.5d5ce5a3.0003cc6f	user_options->kernel_threads	0
TOP.5d5ce5a3.0003cc6f	user_options->keyspace	0
TOP.5d5ce5a3.0003cc6f	user_options->left	0
TOP.5d5ce5a3.0003cc6f	user_options->logfile_disable	0
TOP.5d5ce5a3.0003cc6f	user_options->loopback	0
TOP.5d5ce5a3.0003cc6f	user_options->machine_readable	0
TOP.5d5ce5a3.0003cc6f	user_options->markov_classic	0
TOP.5d5ce5a3.0003cc6f	user_options->markov_disable	0
TOP.5d5ce5a3.0003cc6f	user_options->markov_threshold	256
TOP.5d5ce5a3.0003cc6f	user_options->opencl_info	0
TOP.5d5ce5a3.0003cc6f	user_options->opencl_vector_width	0
TOP.5d5ce5a3.0003cc6f	user_options->optimized_kernel_enable	0
TOP.5d5ce5a3.0003cc6f	user_options->outfile_autohex	1
TOP.5d5ce5a3.0003cc6f	user_options->outfile_check_timer	5
TOP.5d5ce5a3.0003cc6f	user_options->outfile_format	3
TOP.5d5ce5a3.0003cc6f	user_options->wordlist_autohex_disable	0
TOP.5d5ce5a3.0003cc6f	user_options->potfile_disable	0
TOP.5d5ce5a3.0003cc6f	user_options->progress_only	0
TOP.5d5ce5a3.0003cc6f	user_options->quiet	0
TOP.5d5ce5a3.0003cc6f	user_options->remove	0
TOP.5d5ce5a3.0003cc6f	user_options->remove_timer	60
TOP.5d5ce5a3.0003cc6f	user_options->restore	0
TOP.5d5ce5a3.0003cc6f	user_options->restore_disable	0
TOP.5d5ce5a3.0003cc6f	user_options->restore_timer	60
TOP.5d5ce5a3.0003cc6f	user_options->rp_files_cnt	0
TOP.5d5ce5a3.0003cc6f	user_options->rp_gen	0
TOP.5d5ce5a3.0003cc6f	user_options->rp_gen_func_max	4
TOP.5d5ce5a3.0003cc6f	user_options->rp_gen_func_min	1
TOP.5d5ce5a3.0003cc6f	user_options->rp_gen_seed	0
TOP.5d5ce5a3.0003cc6f	user_options->runtime	0
TOP.5d5ce5a3.0003cc6f	user_options->scrypt_tmto	0
TOP.5d5ce5a3.0003cc6f	user_options->segment_size	33554432
TOP.5d5ce5a3.0003cc6f	user_options->self_test_disable	0
TOP.5d5ce5a3.0003cc6f	user_options->slow_candidates	0
TOP.5d5ce5a3.0003cc6f	user_options->show	0
TOP.5d5ce5a3.0003cc6f	user_options->speed_only	0
TOP.5d5ce5a3.0003cc6f	user_options->spin_damp	8
TOP.5d5ce5a3.0003cc6f	user_options->status	0
TOP.5d5ce5a3.0003cc6f	user_options->status_timer	10
TOP.5d5ce5a3.0003cc6f	user_options->stdout_flag	0
TOP.5d5ce5a3.0003cc6f	user_options->usage	0
TOP.5d5ce5a3.0003cc6f	user_options->username	0
TOP.5d5ce5a3.0003cc6f	user_options->veracrypt_pim	0
TOP.5d5ce5a3.0003cc6f	user_options->version	0
TOP.5d5ce5a3.0003cc6f	user_options->workload_profile	2
TOP.5d5ce5a3.0003cc6f	user_options->brain_client	0
TOP.5d5ce5a3.0003cc6f	user_options->brain_client_features	2
TOP.5d5ce5a3.0003cc6f	user_options->brain_server	0
TOP.5d5ce5a3.0003cc6f	user_options->brain_port	6863
TOP.5d5ce5a3.0003cc6f	user_options->brain_session	0
TOP.5d5ce5a3.0003cc6f	hashes->hashfile	D:\hackertools\hash.txt
TOP.5d5ce5a3.0003cc6f	hashes->hashlist_mode	4
TOP.5d5ce5a3.0003cc6f	hashes->hashlist_format	0
TOP.5d5ce5a3.0003cc6f	hashes->hashes_cnt	0
TOP.5d5ce5a3.0003cc6f	hashes->digests_cnt	1
TOP.5d5ce5a3.0003cc6f	hashes->digests_done	0
TOP.5d5ce5a3.0003cc6f	hashes->salts_cnt	1
TOP.5d5ce5a3.0003cc6f	hashes->salts_done	0
TOP.5d5ce5a3.0003cc6f	proc_start	1566369187
TOP.5d5ce5a3.0003cc6f	proc_stop	1566369187
TOP.5d5ce5a3.0003cc6f	STOP
TOP.5d5ce5b2.000d4c90	START
TOP.5d5ce5b2.000d4c90	user_options->separator	:
TOP.5d5ce5b2.000d4c90	user_options->encoding_from	utf-8
TOP.5d5ce5b2.000d4c90	user_options->encoding_to	utf-8
TOP.5d5ce5b2.000d4c90	user_options->rule_buf_l	:
TOP.5d5ce5b2.000d4c90	user_options->rule_buf_r	:
TOP.5d5ce5b2.000d4c90	user_options->session	hashcat
TOP.5d5ce5b2.000d4c90	user_options->limit	0
TOP.5d5ce5b2.000d4c90	user_options->skip	0
TOP.5d5ce5b2.000d4c90	user_options->attack_mode	0
TOP.5d5ce5b2.000d4c90	user_options->benchmark	0
TOP.5d5ce5b2.000d4c90	user_options->benchmark_all	0
TOP.5d5ce5b2.000d4c90	user_options->bitmap_max	18
TOP.5d5ce5b2.000d4c90	user_options->bitmap_min	16
TOP.5d5ce5b2.000d4c90	user_options->debug_mode	0
TOP.5d5ce5b2.000d4c90	user_options->example_hashes	0
TOP.5d5ce5b2.000d4c90	user_options->force	1
TOP.5d5ce5b2.000d4c90	user_options->hwmon_disable	0
TOP.5d5ce5b2.000d4c90	user_options->hwmon_temp_abort	90
TOP.5d5ce5b2.000d4c90	user_options->hash_mode	13100
TOP.5d5ce5b2.000d4c90	user_options->hex_charset	0
TOP.5d5ce5b2.000d4c90	user_options->hex_salt	0
TOP.5d5ce5b2.000d4c90	user_options->hex_wordlist	0
TOP.5d5ce5b2.000d4c90	user_options->increment	0
TOP.5d5ce5b2.000d4c90	user_options->increment_max	256
TOP.5d5ce5b2.000d4c90	user_options->increment_min	1
TOP.5d5ce5b2.000d4c90	user_options->keep_guessing	0
TOP.5d5ce5b2.000d4c90	user_options->kernel_accel	0
TOP.5d5ce5b2.000d4c90	user_options->kernel_loops	0
TOP.5d5ce5b2.000d4c90	user_options->kernel_threads	0
TOP.5d5ce5b2.000d4c90	user_options->keyspace	0
TOP.5d5ce5b2.000d4c90	user_options->left	0
TOP.5d5ce5b2.000d4c90	user_options->logfile_disable	0
TOP.5d5ce5b2.000d4c90	user_options->loopback	0
TOP.5d5ce5b2.000d4c90	user_options->machine_readable	0
TOP.5d5ce5b2.000d4c90	user_options->markov_classic	0
TOP.5d5ce5b2.000d4c90	user_options->markov_disable	0
TOP.5d5ce5b2.000d4c90	user_options->markov_threshold	256
TOP.5d5ce5b2.000d4c90	user_options->opencl_info	0
TOP.5d5ce5b2.000d4c90	user_options->opencl_vector_width	0
TOP.5d5ce5b2.000d4c90	user_options->optimized_kernel_enable	0
TOP.5d5ce5b2.000d4c90	user_options->outfile_autohex	1
TOP.5d5ce5b2.000d4c90	user_options->outfile_check_timer	5
TOP.5d5ce5b2.000d4c90	user_options->outfile_format	3
TOP.5d5ce5b2.000d4c90	user_options->wordlist_autohex_disable	0
TOP.5d5ce5b2.000d4c90	user_options->potfile_disable	0
TOP.5d5ce5b2.000d4c90	user_options->progress_only	0
TOP.5d5ce5b2.000d4c90	user_options->quiet	0
TOP.5d5ce5b2.000d4c90	user_options->remove	0
TOP.5d5ce5b2.000d4c90	user_options->remove_timer	60
TOP.5d5ce5b2.000d4c90	user_options->restore	0
TOP.5d5ce5b2.000d4c90	user_options->restore_disable	0
TOP.5d5ce5b2.000d4c90	user_options->restore_timer	60
TOP.5d5ce5b2.000d4c90	user_options->rp_files_cnt	0
TOP.5d5ce5b2.000d4c90	user_options->rp_gen	0
TOP.5d5ce5b2.000d4c90	user_options->rp_gen_func_max	4
TOP.5d5ce5b2.000d4c90	user_options->rp_gen_func_min	1
TOP.5d5ce5b2.000d4c90	user_options->rp_gen_seed	0
TOP.5d5ce5b2.000d4c90	user_options->runtime	0
TOP.5d5ce5b2.000d4c90	user_options->scrypt_tmto	0
TOP.5d5ce5b2.000d4c90	user_options->segment_size	33554432
TOP.5d5ce5b2.000d4c90	user_options->self_test_disable	0
TOP.5d5ce5b2.000d4c90	user_options->slow_candidates	0
TOP.5d5ce5b2.000d4c90	user_options->show	0
TOP.5d5ce5b2.000d4c90	user_options->speed_only	0
TOP.5d5ce5b2.000d4c90	user_options->spin_damp	8
TOP.5d5ce5b2.000d4c90	user_options->status	0
TOP.5d5ce5b2.000d4c90	user_options->status_timer	10
TOP.5d5ce5b2.000d4c90	user_options->stdout_flag	0
TOP.5d5ce5b2.000d4c90	user_options->usage	0
TOP.5d5ce5b2.000d4c90	user_options->username	0
TOP.5d5ce5b2.000d4c90	user_options->veracrypt_pim	0
TOP.5d5ce5b2.000d4c90	user_options->version	0
TOP.5d5ce5b2.000d4c90	user_options->workload_profile	2
TOP.5d5ce5b2.000d4c90	user_options->brain_client	0
TOP.5d5ce5b2.000d4c90	user_options->brain_client_features	2
TOP.5d5ce5b2.000d4c90	user_options->brain_server	0
TOP.5d5ce5b2.000d4c90	user_options->brain_port	6863
TOP.5d5ce5b2.000d4c90	user_options->brain_session	0
TOP.5d5ce5b2.000d4c90	proc_start	1566369202
TOP.5d5ce5b2.000d4c90	proc_stop	1566369202
TOP.5d5ce5b2.000d4c90	STOP
TOP.5d5ce64d.0004a24e	START
TOP.5d5ce64d.0004a24e	user_options->separator	:
TOP.5d5ce64d.0004a24e	user_options->encoding_from	utf-8
TOP.5d5ce64d.0004a24e	user_options->encoding_to	utf-8
TOP.5d5ce64d.0004a24e	user_options->rule_buf_l	:
TOP.5d5ce64d.0004a24e	user_options->rule_buf_r	:
TOP.5d5ce64d.0004a24e	user_options->session	hashcat
TOP.5d5ce64d.0004a24e	user_options->limit	0
TOP.5d5ce64d.0004a24e	user_options->skip	0
TOP.5d5ce64d.0004a24e	user_options->attack_mode	0
TOP.5d5ce64d.0004a24e	user_options->benchmark	0
TOP.5d5ce64d.0004a24e	user_options->benchmark_all	0
TOP.5d5ce64d.0004a24e	user_options->bitmap_max	18
TOP.5d5ce64d.0004a24e	user_options->bitmap_min	16
TOP.5d5ce64d.0004a24e	user_options->debug_mode	0
TOP.5d5ce64d.0004a24e	user_options->example_hashes	0
TOP.5d5ce64d.0004a24e	user_options->force	1
TOP.5d5ce64d.0004a24e	user_options->hwmon_disable	0
TOP.5d5ce64d.0004a24e	user_options->hwmon_temp_abort	90
TOP.5d5ce64d.0004a24e	user_options->hash_mode	13100
TOP.5d5ce64d.0004a24e	user_options->hex_charset	0
TOP.5d5ce64d.0004a24e	user_options->hex_salt	0
TOP.5d5ce64d.0004a24e	user_options->hex_wordlist	0
TOP.5d5ce64d.0004a24e	user_options->increment	0
TOP.5d5ce64d.0004a24e	user_options->increment_max	256
TOP.5d5ce64d.0004a24e	user_options->increment_min	1
TOP.5d5ce64d.0004a24e	user_options->keep_guessing	0
TOP.5d5ce64d.0004a24e	user_options->kernel_accel	0
TOP.5d5ce64d.0004a24e	user_options->kernel_loops	0
TOP.5d5ce64d.0004a24e	user_options->kernel_threads	0
TOP.5d5ce64d.0004a24e	user_options->keyspace	0
TOP.5d5ce64d.0004a24e	user_options->left	0
TOP.5d5ce64d.0004a24e	user_options->logfile_disable	0
TOP.5d5ce64d.0004a24e	user_options->loopback	0
TOP.5d5ce64d.0004a24e	user_options->machine_readable	0
TOP.5d5ce64d.0004a24e	user_options->markov_classic	0
TOP.5d5ce64d.0004a24e	user_options->markov_disable	0
